Company,Email,Primary Phone,Phone,Mobile,Website,Domestic Nondomestic,Counties Covered,County Count,Priority Score,Outreach Status,First Email Sent,Follow-up Date,Reply Status,Notes
RD Ventures Ltd,donohoer@hotmail.com,+353 86 318 6837,,+353 86 318 6837,,Domestic,Dublin,1,75,Not contacted,,,,
Robert Smith Ltd,info@rsmithelec.com,087 2531659,021 4897211,087 2531659,,Both,Cork,1,75,Not contacted,,,,
SQ9 Solar Ltd,info@sq9solar.ie,16279024,16279024,,,Both,"Wicklow, Kildare, Dublin",3,75,Not contacted,,,,
Sean Egan Electrical,seaneganelectrical@gmail.com,876166682,,876166682,,Both,"Sligo, Mayo, Galway, Donegal",4,75,Not contacted,,,,
Shaun McCauley Electrical,smccauleyelectrical@gmail.com,874599068,,874599068,,Domestic,Donegal,1,75,Not contacted,,,,
Solar Solutions,damien@solar-solutions.ie,+353 86 446 9277,+353 86 446 9277,,,Both,Kildare,1,75,Not contacted,,,,
SolarCert,Solarcert@outlook.ie,087 283 7848,,087 283 7848,,Both,"Kildare, Meath, Dublin",3,75,Not contacted,,,,
Solarhill Energy Ltd,office@solarhill.ie,+353 86 397 9594,,+353 86 397 9594,,Both,Cork,1,75,Not contacted,,,,
Southwest Solar Electrics & Renewables,info@southwestsolar.ie,+353 87 991 3971,,+353 87 991 3971,,Both,Limerick,1,75,Not contacted,,,,
Sugrue Solar,kieransugrue25@hotmail.com,874359680,,874359680,,Both,"Limerick, Kerry, Cork",3,75,Not contacted,,,,
Sunnybee Ltd,sunnybeelimited@gmail.com,+353 87 958 0867,,+353 87 958 0867,,Both,"Dublin, Waterford, Kilkenny",3,75,Not contacted,,,,
Tirconaill Renewables LTD,raymond@tirconaillrenewables.com,+353 83 178 5184,+353 83 481 4816,+353 83 178 5184,,Both,"Sligo, Leitrim, Donegal",3,75,Not contacted,,,,
True North Electrical Ltd,truenorthpvsolar@gmail.com,+353 87 234 7762,+353 87 274 5122,+353 87 234 7762,,Domestic,Donegal,1,75,Not contacted,,,,
Western Renewables,info@westernrenewables.ie,085 271 0968,,085 271 0968,,Both,"Westmeath, Mayo, Clare, Galway",4,75,Not contacted,,,,
ÓgEngineering Ltd,renewables@ogengineering.ie,+353 87 180 0643,,+353 87 180 0643,,Both,Dublin,1,75,Not contacted,,,,
Clean Energy Solar LTD,,087 398 9078,021 428 9340,087 398 9078,https://www.cleanenergysolar.ie,Both,"Tipperary, Waterford, Limerick, Kerry, Cork, Clare",6,60,Not contacted,,,,
Eco Solar Energy,,087 749 6933,,087 749 6933,https://www.ecosolarenergy.ie,Both,"Cork, Kildare, Kilkenny, Laois, Limerick, Waterford, Tipperary, Wexford",8,60,Not contacted,,,,
Grian52 Ltd,,899850690,2827007,899850690,https://www.grian52.ie,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,60,Not contacted,,,,
KM Electrical,,087 0655377,,087 0655377,https://www.kmelectrical.ie,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,60,Not contacted,,,,
Munster Solar,,087 388 1872,,087 388 1872,https://www.omearaenergy.com,Both,"Carlow, Cavan, Clare, Cork, Donegal, Dublin, Galway, Kerry, Kildare, Kilkenny, Laois, Leitrim, Limerick, Longford, Louth, Mayo, Meath, Monaghan, Offaly, Roscommon, Sligo, Tipperary, Waterford, Westmeath, Wexford, Wicklow",26,60,Not contacted,,,,
O Hara Electrical,,087 6316576,,087 6316576,https://o-hara-electrical.business.site,Both,"Tipperary, Roscommon, Offaly, Limerick, Galway",5,60,Not contacted,,,,
Reddington Group,,868108644,9675880,868108644,https://www.reddington.ie,Domestic,"Roscommon, Mayo, Longford, Leitrim, Galway, Donegal, Sligo, Westmeath",8,60,Not contacted,,,,
Riversdale Electrical Ltd,,873252004,,873252004,https://www.riversdaleelectrical.com,Both,"Wicklow, Wexford, Offaly, Meath, Louth, Longford, Laois, Kilkenny, Kildare, Dublin, Cavan, Carlow",12,60,Not contacted,,,,
Solstice Renewables Solutions LTD,,087 6872733,,087 6872733,https://www.solsticerenewables.ie,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,60,Not contacted,,,,
TRE Energy (IRL) Limited,,0044 7377 444 122,+353 74 971 5056,0044 7377 444 122,https://www.treenergy.ie,Both,"Wicklow, Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,60,Not contacted,,,,
Comet Renewable Energy,,087 745 2900,091 398 170,087 745 2900,https://www.cometrenewables.ie,Both,Galway,1,50,Not contacted,,,,
Solar Choice Limited,,085 164 0292,068 69007,085 164 0292,https://www.solarchoices.ie,Both,Limerick,1,50,Not contacted,,,,
Tanner Electrical and Plumbing Services LTD,,086 848 3864,,086 848 3864,https://www.tannerelectricalservices.ie/,Domestic,Cork,1,50,Not contacted,,,,
AK solar,,085 265 7845,,085 265 7845,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Adam Pamplin Limited,,086 605 9909,,086 605 9909,,Both,"Wicklow, Laois, Kildare, Dublin, Carlow",5,45,Not contacted,,,,
Agri Solar Specialists Ltd,,086 056 1821,,086 056 1821,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Airsol Renewable Solutions Ltd,,871699149,,871699149,,Both,"Sligo, Roscommon, Mayo, Leitrim, Galway",5,45,Not contacted,,,,
Alternative Energy Ireland,,01 443 3996,01 443 3996,,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Armour renewables Ltd T/A Leinster Energy,,087 9783404,429395830,087 9783404,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Ashgrove Renewables,,022 47900,022 47900,,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Brian Leavey Electrical,,087 2585929,,087 2585929,,Domestic,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
CC Renewables LTD,,087 342 2144,,087 342 2144,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
CR Solar,,866681707,,866681707,,Both,"Donegal, Galway, Kildare, Kilkenny, Laois, Leitrim, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Tipperary, Longford, Limerick, Cavan, Carlow, Westmeath",19,45,Not contacted,,,,
Caldor Solar Limited,,083 099 9334,01 253 3349,083 099 9334,,Both,"Wicklow, Westmeath, Waterford, Tipperary, Roscommon, Offaly, Monaghan, Meath, Louth, Longford, Limerick, Laois, Kilkenny, Kildare, Galway, Dublin, Clare, Cavan, Carlow",19,45,Not contacted,,,,
Churchfield Home Services,,01 253 0502,01 253 0502,,,Both,"Wexford, Sligo, Roscommon, Offaly, Meath, Mayo, Louth, Longford, Leitrim, Laois, Kilkenny, Kildare, Westmeath, Galway, Dublin, Carlow, Wicklow",17,45,Not contacted,,,,
DC Energy Solutions,,087 230 1714,,087 230 1714,,Domestic,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
DML Electrical Contractors Ltd,,831001333,041 9805483,831001333,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
DOR Electrical Ltd,,086 858 6441,,086 858 6441,,Domestic,"Monaghan, Meath, Louth, Longford, Dublin, Cavan",6,45,Not contacted,,,,
David Hayden Electrical,,874046840,,874046840,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Meath, Mayo, Louth, Laois, Leitrim, Limerick, Longford, Kilkenny, Kildare, Kerry, Galway, Dublin, Cork, Clare, Carlow",23,45,Not contacted,,,,
Dermot McGrath Electrical Ltd,,087 4120833,,087 4120833,,Domestic,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Dial an Electrician Ltd,,086 8443978,1800 303512,086 8443978,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Roscommon, Sligo, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Duleek Energy Centre,,861724682,419814980,861724682,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
EGLX Ltd T/A EG Electrical,,086 2658850,01 8257722,086 2658850,,Both,"Wicklow, Wexford, Westmeath, Monaghan, Meath, Louth, Kildare, Dublin, Donegal, Cavan",10,45,Not contacted,,,,
Eco Horizon Ltd,,087 288 8155,01 699 1155,087 288 8155,,Both,"Wicklow, Wexford, Westmeath, Waterford, Meath, Offaly, Tipperary, Limerick, Laois, Kilkenny, Kildare, Dublin, Cork, Carlow",14,45,Not contacted,,,,
Ecoplex Energy Solution LTD,,086 735 3444,01 224 8365,086 735 3444,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Efficient Renewables LTD,,086 890 1993,,086 890 1993,,Both,"Wicklow, Westmeath, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Kildare, Leitrim, Galway, Dublin, Donegal, Cavan",16,45,Not contacted,,,,
Electric Skyline Ltd,,087 4476274,094 9360954,087 4476274,,Both,"Westmeath, Sligo, Roscommon, Mayo, Longford, Limerick, Leitrim, Galway, Cork, Clare",10,45,Not contacted,,,,
EnergieXPro,,01 5292 788,01 5292 788,,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,45,Not contacted,,,,
Energlaze,,086 239 0559,01 901 1635,086 239 0559,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Energysmart Renewables Limited,,083 358 8767,012 542 214,083 358 8767,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Energywise Savings Ireland LTD,,087 884 0502,021 430 8185,087 884 0502,,Both,"Wexford, Waterford, Tipperary, Offaly, Limerick, Laois, Kilkenny, Kerry, Galway, Cork, Clare, Carlow",12,45,Not contacted,,,,
Eoin Browne Electrical Limited,,087 923 5283,,087 923 5283,,Domestic,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Evolve Eco Solutions Ltd,,087 706 7350,01 564 5177,087 706 7350,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Fanning Electrical and Solar Ltd,,863715948,,863715948,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Fennor Developments,,086 1921591,,086 1921591,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Fusion Electrical,,087 961 6942,062 854 34,087 961 6942,,Both,"Westmeath, Waterford, Tipperary, Offaly, Meath, Longford, Cork, Dublin, Galway, Laois, Limerick, Kilkenny, Kildare, Kerry, Clare, Carlow, Wexford, Wicklow",18,45,Not contacted,,,,
Futureproof Energy Ltd,,086 083 6073,,086 083 6073,,Both,"Tipperary, Sligo, Roscommon, Mayo, Limerick, Leitrim, Kerry, Galway, Cork, Clare",10,45,Not contacted,,,,
G.C. Electrical LTD,,087 259 8999,091 593 333,087 259 8999,,Both,"Roscommon, Mayo, Galway, Limerick, Clare",5,45,Not contacted,,,,
Gaffney Electrical Fire and Security Ltd,,830181686,876787277,830181686,,Both,"Wicklow, Wexford, Waterford, Westmeath, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kerry, Kildare, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Gary Warde Electrical LTD,,086 108 9230,,086 108 9230,,Domestic,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Gas Electrical Services,,871345062,,871345062,,Both,"Waterford, Tipperary, Limerick, Kerry, Cork",5,45,Not contacted,,,,
Gilroys Green Energy LTD,,+353 83 122 0989,+353 66 711 5920,+353 83 122 0989,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Glas Energy,,087 603 3052,,087 603 3052,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Glenfield Renewables Ireland LTD,,0773 006 4846,0282 884 1828,0773 006 4846,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Go Solar,,087 279 7766,047 77766,087 279 7766,,Both,"Sligo, Roscommon, Offaly, Monaghan, Meath, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Galway, Dublin, Donegal, Cavan, Carlow",17,45,Not contacted,,,,
Greentricity Ltd,,878184597,,878184597,,Both,"Wexford, Westmeath, Waterford, Sligo, Tipperary, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Greenway Solar and Robotics Ltd,,086 8678877,,086 8678877,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Roscommon, Sligo, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
HDPV Ltd,,086 166 3352,,086 166 3352,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Hanrahan Renewable Energy,,087 416 2799,,087 416 2799,,Domestic,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
Harvey Solar Services Ltd,,838985100,,838985100,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
House2home Retrofit LTD,,087 740 0198,01 526 7777,087 740 0198,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Infinite Energy,,085 801 9680,059 916 8075,085 801 9680,,Both,"Wexford, Westmeath, Waterford, Tipperary, Offaly, Meath, Limerick, Laois, Kilkenny, Kildare, Dublin, Carlow, Wicklow",13,45,Not contacted,,,,
Integrate Home Energy Upgrades,joe.donovanlowenergy.ie,858516589,,858516589,,Domestic,"Wicklow, Wexford, Offaly, Meath, Laois, Kildare, Dublin, Carlow",8,45,Not contacted,,,,
Jason Fahy Heating LTD,,087 220 8330,,087 220 8330,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Roscommon, Sligo, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
KB Electrical NI LTD,,0286 634 1093,0286 634 1093,,,Both,"Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wexford, Wicklow",26,45,Not contacted,,,,
KRDC Electrical LTD,,087 263 4399,,087 263 4399,,Both,"Westmeath, Sligo, Roscommon, Mayo, Longford, Leitrim, Galway, Donegal",8,45,Not contacted,,,,
Kell NFC t/a NFC Energy,,083 105 2112,01 525 2859,083 105 2112,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Keogan Electrical Contractors,,086 8216779,,086 8216779,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Kilcock Solar,,089 464 1252,,089 464 1252,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
LVP Renewables LTD,,087 260 2410,01 864 3838,087 260 2410,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Laltec Electrical LTD,,087 799 7124,,087 799 7124,,Both,"Roscommon, Offaly, Mayo, Longford, Leitrim, Donegal, Sligo, Westmeath",8,45,Not contacted,,,,
Laois Electrical,,085 857 0005,,085 857 0005,,Domestic,"Offaly, Laois, Kilkenny, Dublin, Kildare, Carlow, Waterford",7,45,Not contacted,,,,
Lennon Solar,,087 928 2405,041 988 1705,087 928 2405,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
Local Power Ltd,,086 261 3374,01 825 0263,086 261 3374,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
MEC Electrical & Controls Ltd,,086 3800013,,086 3800013,,Both,"Westmeath, Sligo, Roscommon, Offaly, Monaghan, Meath, Longford, Leitrim, Laois, Galway, Kildare, Dublin, Cavan",13,45,Not contacted,,,,
Marval Power Ltd,,086 2372203,,086 2372203,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
McDonagh Doyle Custom Electric LTD,,087 677 9145,053 924 0020,087 677 9145,,Both,"Wicklow, Wexford, Waterford, Kilkenny, Kildare, Carlow",6,45,Not contacted,,,,
Mulhare Electrical LTD,,087 990 9673,0579 100100,087 990 9673,,Both,"Westmeath, Tipperary, Offaly, Laois, Kilkenny, Kildare, Galway, Carlow",8,45,Not contacted,,,,
Murphy Solar PV + Electrical Contractor Ltd,,+353 86 070 7022,,+353 86 070 7022,,Both,"Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
Nationwide Energy Solutions LTD,,087 983 3160,,087 983 3160,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
North West PV IRL Ltd,,087 255 4380,,087 255 4380,,Both,"Sligo, Mayo, Leitrim, Donegal, Cavan",5,45,Not contacted,,,,
Nusolas,,061 719 730,061 719 730,,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
OCM Electrical Services T/A Green Energy Renewables,,087 165 8019,01 6519324,087 165 8019,,Both,"Wicklow, Westmeath, Meath, Kildare, Dublin",5,45,Not contacted,,,,
Ohk Energy Ltd,,087 335 0126,042 974 9322,087 335 0126,,Both,"Wicklow, Wexford, Westmeath, Waterford, Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow",26,45,Not contacted,,,,
PV Energy Ireland,,087 901 1067,,087 901 1067,,Both,"Roscommon, Mayo, Longford, Limerick, Galway, Sligo",6,45,Not contacted,,,,
PV Generation Ltd.,,047 79078,047 79078,,,Both,"Tipperary, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Waterford, Westmeath, Wexford, Wicklow",26,45,Not contacted,,,,
PV Green,,087 774 9470,,087 774 9470,,Both,"Wexford, Westmeath, Tipperary, Waterford, Sligo, Roscommon, Offaly, Monaghan, Meath, Mayo, Louth, Longford, Limerick, Leitrim, Laois, Kilkenny, Kildare, Kerry, Galway, Dublin, Donegal, Cork, Clare, Cavan, Carlow, Wicklow",26,45,Not contacted,,,,
